target_ele	target_azi	response_ele	response_azi
12.5	-17.5	11.8	-17.2
-25.0	52.5	-20.8	49.2
-37.5	0.0	-0.7	-0.5
-12.5	-52.5	-6.2	-55.7
-37.5	-17.5	-10.5	-19.8
-25.0	-52.5	-19.1	-55.5
-12.5	17.5	6.8	11.3
-12.5	-17.5	4.0	-20.2
-37.5	17.5	-35.2	23.1
0.0	17.5	12.6	10.5
37.5	-35.0	36.0	-50.1
-12.5	52.5	5.0	49.1
37.5	35.0	40.0	32.0
0.0	52.5	28.6	42.8
0.0	-17.5	14.1	-20.2
37.5	-17.5	31.6	-24.1
25.0	-52.5	31.3	-58.0
12.5	0.0	17.3	-6.4
-12.5	-35.0	-20.5	-41.0
12.5	52.5	30.7	51.1
-25.0	17.5	-15.0	14.2
25.0	17.5	30.0	9.7
25.0	-35.0	22.4	-41.9
-25.0	-35.0	-15.6	-34.0
12.5	-52.5	21.5	-57.5
37.5	17.5	38.5	13.1
0.0	35.0	19.2	19.9
-25.0	-17.5	-6.2	-16.3
37.5	0.0	23.4	-6.4
0.0	-35.0	9.2	-40.1
12.5	17.5	22.2	9.0
25.0	-17.5	20.9	-20.6
-37.5	-35.0	-40.6	-38.9
12.5	35.0	23.9	22.5
12.5	-35.0	23.5	-46.8
-37.5	35.0	-41.2	40.5
25.0	52.5	36.6	46.6
25.0	0.0	19.5	-4.7
0.0	-52.5	0.2	0.1
-25.0	0.0	-9.6	1.0
-12.5	35.0	-1.3	34.0
25.0	35.0	36.3	30.5
-25.0	35.0	-17.1	38.8
-12.5	0.0	-5.5	0.4
12.5	52.5	39.2	47.0
-25.0	0.0	-0.2	-2.3
12.5	35.0	22.0	22.7
0.0	-17.5	8.6	-26.9
-25.0	35.0	-21.2	33.2
12.5	-17.5	17.4	-28.2
25.0	52.5	36.8	40.1
12.5	0.0	11.7	-4.6
25.0	35.0	40.5	20.1
12.5	-35.0	32.5	-48.7
-37.5	-35.0	-39.4	-44.7
37.5	0.0	24.1	-5.6
-12.5	17.5	-0.6	11.9
25.0	-35.0	31.3	-46.7
0.0	35.0	10.3	20.9
-37.5	17.5	-14.1	14.8
0.0	-35.0	9.5	-36.3
-37.5	0.0	-14.8	1.2
37.5	-17.5	31.0	-26.4
-12.5	35.0	1.3	23.3
-25.0	-17.5	-7.8	-21.2
0.0	17.5	12.8	11.8
25.0	-17.5	23.9	-23.6
-12.5	-17.5	-0.6	-17.9
12.5	-52.5	16.2	-59.6
-37.5	35.0	-32.0	39.5
37.5	35.0	40.0	29.5
-12.5	0.0	1.1	-3.1
-25.0	-52.5	-21.4	-55.5
37.5	17.5	40.4	9.7
-25.0	-35.0	-24.9	-38.8
37.5	-35.0	35.9	-41.9
0.0	52.5	20.3	40.1
-12.5	-35.0	-12.4	-41.0
-25.0	17.5	0.2	11.0
0.0	-52.5	-0.1	0.1
25.0	17.5	20.1	8.9
-12.5	52.5	-1.4	48.4
25.0	0.0	18.7	-7.1
-12.5	-52.5	-13.3	-57.8
12.5	17.5	13.9	9.0
-25.0	52.5	-28.0	49.2
25.0	-52.5	29.3	-62.2
-37.5	-17.5	-20.7	-23.4
-25.0	17.5	-1.4	19.4
37.5	17.5	31.7	8.2
12.5	52.5	27.1	50.5
-37.5	0.0	0.7	-0.4
-25.0	-52.5	-16.4	-55.8
12.5	0.0	10.2	-8.2
-25.0	0.0	-0.0	-4.5
-37.5	35.0	-31.0	36.9
-25.0	-35.0	-26.0	-40.1
-25.0	52.5	-37.9	55.7
25.0	35.0	36.2	23.5
-12.5	-17.5	-0.0	-16.1
37.5	-35.0	33.7	-60.3
37.5	35.0	40.5	21.4
-25.0	35.0	-14.4	38.2
0.0	-17.5	11.7	-21.2
37.5	-17.5	36.4	-32.0
-12.5	-52.5	0.6	-58.7
25.0	-52.5	24.1	-59.2
12.5	-17.5	20.0	-27.1
25.0	17.5	22.1	6.5
25.0	-35.0	38.5	-47.4
-37.5	17.5	-22.0	24.1
25.0	0.0	14.1	-5.0
25.0	52.5	33.9	49.5
-12.5	35.0	-10.9	41.1
0.0	-35.0	12.5	-40.4
-12.5	17.5	0.4	12.5
0.0	52.5	20.7	41.4
12.5	-35.0	24.2	-47.6
0.0	35.0	6.9	21.3
-37.5	-17.5	-11.4	-17.0
0.0	17.5	11.1	8.4
37.5	0.0	15.2	-5.2
-12.5	52.5	1.6	52.9
0.0	-52.5	-0.2	-0.5
12.5	35.0	19.6	23.3
25.0	-17.5	19.5	-28.7
-37.5	-35.0	-37.8	-42.9
12.5	17.5	15.4	9.2
-12.5	-35.0	-6.6	-37.8
-12.5	0.0	-2.7	-4.5
12.5	-52.5	13.4	-59.9
-25.0	-17.5	-0.2	-15.8
