target_ele	response_ele
-50	-55.38
50	55.39
-25	-29.94
25	-3.14
0	-2.4
50	39.51
-25	-30.56
0	-2.66
-50	-3.7
25	-2.1
-50	-54.98
-25	-30.29
25	26.42
50	33.12
0	-3.01
