target_ele	response_ele
50	0.58
25	8.98
-50	-51.9
0	-1.32
-25	-30.65
0	-13.9
50	43.38
25	11.95
-25	-35.06
-50	-52.16
50	44.37
0	-13.57
-25	-35.69
25	19.91
-50	-35.7
