trial	target_ele	response_ele
10	-37.5	-3.06
23	37.5	36.94
28	12.5	23.0
87	-37.5	-11.79
96	37.5	n/a
128	37.5	-4.0
133	-37.5	-35.45
142	12.5	16.83
173	12.5	16.0
178	-12.5	2.75
218	-12.5	18.74
226	37.5	-11.82
274	37.5	31.0
315	-12.5	n/a
338	-37.5	n/a
349	-37.5	n/a
362	12.5	33.93
367	37.5	30.4
395	37.5	-3.44
416	37.5	9.97
422	12.5	32.43
428	-37.5	-12.11
439	-37.5	n/a
453	-12.5	n/a
474	-37.5	n/a
491	37.5	41.58
510	12.5	27.5
515	12.5	31.84
525	37.5	32.55
544	-37.5	n/a
566	-37.5	16.79
588	-37.5	n/a
601	37.5	28.27
659	37.5	26.2
667	37.5	46.32
672	-37.5	n/a
706	37.5	26.16
729	37.5	38.45
739	37.5	22.96
754	-37.5	n/a
781	37.5	18.06
802	12.5	14.06
826	-12.5	n/a
845	12.5	7.8
858	37.5	40.45
869	-12.5	n/a
883	37.5	15.67
894	12.5	41.23
937	12.5	7.29
964	12.5	18.85
1001	12.5	24.84
1021	12.5	12.99
1036	37.5	26.24
1052	-37.5	n/a
1063	-12.5	n/a
1072	-37.5	7.6
1080	-12.5	n/a
1088	-37.5	n/a
1105	12.5	21.87
1110	-37.5	n/a
1165	-37.5	11.1
1203	12.5	17.52
1214	37.5	19.94
1238	37.5	19.27
1258	-12.5	n/a
1263	-12.5	n/a
1281	-37.5	n/a
1295	-37.5	17.39
1307	-12.5	n/a
1326	12.5	30.32
1352	12.5	16.76
1357	-12.5	n/a
