target_ele	response_ele
0	7.59
-25	-16.82
50	54.43
-50	-34.02
25	27.91
50	40.58
-25	-25.57
25	17.46
-50	-43.31
0	11.07
-25	-16.11
25	28.98
-50	-44.62
0	2.37
50	45.83
