target_ele	response_ele
-25	9.37
25	35.69
-50	-47.64
0	-2.7
50	48.39
25	14.29
0	-5.75
50	54.2
-50	-42.57
-25	-32.49
50	32.92
0	-0.2
25	26.78
-25	-33.77
-50	-43.04
