trial	target_ele	response_ele
5	12.5	16.01
12	12.5	12.47
31	-12.5	-6.8
36	37.5	23.28
76	-37.5	-19.09
117	12.5	28.96
122	37.5	35.05
158	12.5	n/a
170	12.5	n/a
178	37.5	23.03
199	-12.5	-2.8
217	12.5	n/a
257	37.5	23.08
271	-12.5	-1.06
290	12.5	5.98
320	-37.5	-19.59
374	-37.5	-18.77
389	12.5	14.81
394	-12.5	-0.9
403	-37.5	-13.88
408	-12.5	-3.04
425	37.5	24.2
431	-37.5	-22.55
438	37.5	36.35
460	37.5	n/a
472	-37.5	-30.49
494	12.5	n/a
499	12.5	12.73
504	-37.5	-18.44
565	-12.5	-20.56
574	-37.5	-21.75
602	-12.5	-20.18
617	37.5	22.97
622	12.5	n/a
647	-12.5	-20.2
663	12.5	n/a
689	-12.5	-1.13
701	37.5	35.03
709	-37.5	-19.64
725	37.5	11.78
735	-37.5	-19.31
751	-37.5	-17.1
784	12.5	6.72
791	-37.5	-19.71
798	12.5	22.88
825	-37.5	-19.52
832	37.5	20.11
856	-37.5	-17.76
923	-12.5	-19.27
929	12.5	n/a
963	-12.5	-19.16
973	12.5	28.29
991	37.5	24.32
1010	-12.5	-2.14
1034	-12.5	-1.36
1058	37.5	24.66
1073	-37.5	-20.11
1088	-12.5	-17.57
1099	37.5	38.97
1137	12.5	n/a
1153	37.5	36.39
1172	-37.5	-16.2
1202	12.5	25.09
1207	-37.5	-19.64
1223	-37.5	-20.62
1235	-12.5	-6.89
1263	-37.5	-10.24
1288	37.5	n/a
1298	-37.5	-13.71
1305	12.5	6.52
1317	-37.5	-27.49
1338	12.5	5.78
