trial	target_ele	response_ele
12	37.5	11.4
27	37.5	-10.5
50	37.5	21.7
65	-37.5	-21.0
91	37.5	24.7
102	37.5	-1.3
128	37.5	16.5
145	37.5	17.6
169	-37.5	-19.4
192	37.5	17.0
212	12.5	-0.8
231	-37.5	-17.1
2	-37.5	-13.7
32	12.5	13.1
51	37.5	0.7
67	-37.5	-18.3
87	-12.5	18.4
102	37.5	25.4
124	-37.5	-11.5
145	37.5	16.7
165	12.5	-0.0
185	37.5	16.1
207	-12.5	-14.8
222	-37.5	-7.3
5	-37.5	-13.3
24	-37.5	11.0
43	12.5	13.5
68	-12.5	22.3
92	37.5	25.8
103	-12.5	12.5
129	37.5	-10.1
146	12.5	-1.0
164	-12.5	16.5
186	12.5	14.5
208	-37.5	22.1
222	12.5	14.0
8	12.5	16.8
24	-12.5	19.2
47	-37.5	17.1
69	-37.5	-0.5
82	12.5	14.5
105	-12.5	16.1
132	-12.5	7.6
149	37.5	12.4
170	37.5	32.1
188	-12.5	-1.6
211	12.5	21.9
226	-37.5	14.3
7	-12.5	-8.2
30	37.5	15.0
45	37.5	18.2
69	-12.5	12.3
84	-12.5	31.0
105	-12.5	-13.4
132	-12.5	0.7
142	12.5	12.6
170	-37.5	14.3
188	-12.5	-11.0
209	37.5	-20.9
224	-37.5	1.1
8	12.5	26.1
28	12.5	-14.6
46	-37.5	-14.6
67	-37.5	19.4
88	37.5	28.1
108	-12.5	29.6
129	37.5	-14.1
146	37.5	0.1
168	12.5	-22.2
184	-12.5	-0.1
211	37.5	14.8
223	-37.5	-15.4
