target_ele	target_azi	response_ele	response_azi
37.5	35.0	8.1	42.8
-12.5	-17.5	21.8	-25.5
12.5	52.5	-16.1	53.0
0.0	-52.5	-21.9	-50.6
-12.5	0.0	14.7	-1.7
12.5	-35.0	-15.1	-35.9
0.0	52.5	16.8	42.2
-25.0	-17.5	16.9	-21.4
-25.0	35.0	-0.3	33.7
12.5	0.0	11.8	-2.6
-25.0	-52.5	-19.4	-47.1
12.5	17.5	2.8	20.0
12.5	-17.5	13.4	-19.5
25.0	-52.5	-22.3	-49.0
25.0	35.0	-1.3	36.6
25.0	-35.0	22.5	-48.4
-12.5	-35.0	-25.9	-40.8
-12.5	17.5	11.9	17.5
-25.0	-35.0	-16.0	-31.5
0.0	35.0	-2.1	37.4
37.5	17.5	12.7	15.3
12.5	-52.5	-23.6	-50.2
-37.5	0.0	-15.3	0.4
-37.5	-35.0	-25.1	-34.5
0.0	17.5	-3.2	20.9
37.5	0.0	12.0	-1.6
12.5	35.0	-13.4	39.4
25.0	-17.5	16.2	-20.9
-25.0	17.5	-13.4	21.9
37.5	-35.0	-28.4	-33.2
-12.5	35.0	-9.8	30.3
-12.5	-52.5	-26.0	-51.6
-25.0	52.5	-13.6	53.4
-25.0	0.0	14.1	-4.2
25.0	17.5	9.0	19.4
0.0	-35.0	30.4	-45.9
25.0	0.0	23.3	-4.1
-37.5	-17.5	-1.9	-16.6
-37.5	17.5	-0.6	19.6
-12.5	52.5	-13.2	52.9
37.5	-17.5	21.9	-22.3
0.0	-17.5	13.4	-20.4
-37.5	35.0	-19.6	34.8
25.0	52.5	-3.4	53.6
12.5	-17.5	19.6	-23.5
-37.5	35.0	-13.9	32.9
12.5	0.0	-0.4	-0.4
12.5	35.0	-4.0	26.9
37.5	-17.5	5.9	-15.9
-12.5	-35.0	-17.8	-32.6
25.0	35.0	10.5	35.3
-25.0	52.5	-14.3	49.0
37.5	-35.0	-24.5	-49.6
-12.5	17.5	14.4	11.2
-25.0	-35.0	-21.4	-32.7
25.0	0.0	14.3	0.4
12.5	-35.0	-23.6	-37.6
-37.5	17.5	-17.2	20.1
12.5	52.5	10.2	42.7
-25.0	0.0	-16.8	1.3
37.5	0.0	28.2	-3.2
0.0	17.5	16.6	18.8
37.5	17.5	14.3	17.4
-12.5	0.0	8.9	-2.1
0.0	-35.0	21.7	-41.1
0.0	35.0	21.9	25.7
-37.5	-17.5	-14.2	-18.1
12.5	-52.5	-28.9	-33.8
-12.5	-17.5	16.1	-19.6
37.5	35.0	21.8	32.9
-37.5	-35.0	-39.0	-31.9
25.0	17.5	-9.6	22.5
0.0	-52.5	-31.7	-51.2
0.0	-17.5	14.0	-21.9
-12.5	-52.5	-23.7	-50.1
25.0	52.5	-14.4	56.9
-12.5	35.0	14.8	31.1
-25.0	-17.5	14.1	-23.3
25.0	-17.5	-14.6	-13.5
-25.0	17.5	4.1	17.8
25.0	-52.5	-21.5	-46.3
12.5	17.5	-3.5	23.0
0.0	52.5	14.4	34.9
-25.0	-52.5	-28.8	-49.0
-25.0	35.0	1.0	30.9
25.0	-35.0	-15.7	-32.5
-37.5	0.0	-0.1	2.1
-12.5	52.5	6.2	34.6
-25.0	17.5	1.1	17.0
-25.0	52.5	0.3	34.1
25.0	-35.0	-20.8	-40.0
37.5	35.0	0.4	29.6
-25.0	-17.5	-1.9	-15.5
0.0	52.5	16.6	41.4
12.5	0.0	-14.8	2.5
-12.5	-35.0	-24.8	-33.6
-25.0	0.0	22.5	1.5
0.0	-52.5	-17.5	-49.5
0.0	35.0	-13.8	34.2
25.0	-17.5	14.1	-22.9
-25.0	-35.0	-24.7	-34.2
37.5	-35.0	-32.8	-34.5
0.0	-35.0	25.4	-37.4
-12.5	17.5	15.8	14.6
-37.5	-17.5	-1.5	-15.5
12.5	17.5	12.8	15.3
-37.5	35.0	-15.3	35.8
37.5	17.5	7.7	18.4
-12.5	0.0	-16.6	0.3
25.0	52.5	10.9	47.0
-37.5	0.0	15.8	-1.4
-37.5	-35.0	-23.4	-33.4
25.0	35.0	12.2	35.5
-25.0	-52.5	-23.7	-50.1
25.0	17.5	8.7	19.2
12.5	-17.5	9.9	-21.5
12.5	35.0	-17.5	30.9
12.5	-52.5	-27.7	-45.2
-25.0	35.0	-10.4	41.1
37.5	-17.5	-13.3	-18.7
-12.5	35.0	-7.8	37.6
12.5	-35.0	-27.3	-36.9
-12.5	52.5	-15.9	56.3
-37.5	17.5	-23.2	26.7
0.0	17.5	19.1	14.4
0.0	-17.5	17.9	-20.9
37.5	0.0	48.0	-6.4
25.0	-52.5	-24.3	-48.0
-12.5	-17.5	20.3	-23.5
-12.5	-52.5	-35.9	-46.7
12.5	52.5	12.9	50.5
25.0	0.0	27.6	-3.8
