trial	target_ele	response_ele
27	12.5	1.02
37	-37.5	-10.54
61	-37.5	-33.03
72	-12.5	-4.0
88	-37.5	-38.93
114	-12.5	1.27
125	12.5	0.88
139	37.5	30.62
153	-37.5	-38.93
181	-12.5	0.13
194	-37.5	-6.97
207	37.5	31.41
247	37.5	33.66
283	-12.5	9.85
290	12.5	10.1
306	12.5	-9.85
323	12.5	11.78
370	37.5	25.31
387	-12.5	-36.85
406	12.5	-0.34
411	-37.5	-0.67
426	12.5	-0.92
437	12.5	-2.29
443	-37.5	-9.9
469	-37.5	-1.64
484	12.5	13.44
538	-37.5	-18.89
562	-12.5	-17.71
570	-12.5	-0.59
583	-37.5	-20.72
597	12.5	12.77
634	12.5	-21.02
644	-37.5	5.28
651	12.5	14.2
656	37.5	30.68
677	12.5	-1.19
703	-12.5	-10.39
712	-12.5	10.45
732	37.5	10.33
742	12.5	-3.72
752	-37.5	-24.48
759	-12.5	-27.31
779	12.5	-22.09
793	-12.5	-19.12
810	37.5	10.74
876	12.5	-25.9
886	-12.5	6.85
911	-12.5	3.56
917	-12.5	-6.78
923	37.5	24.47
935	-37.5	-31.22
963	37.5	22.84
993	12.5	6.56
1008	12.5	-0.71
1022	12.5	8.44
1047	-12.5	-13.42
1054	-37.5	-15.37
1060	37.5	22.26
1101	12.5	-25.37
1112	12.5	8.88
1148	12.5	7.75
1156	12.5	10.26
1162	-37.5	5.19
1173	-12.5	7.79
1187	-12.5	-16.41
1197	-12.5	-25.0
1222	12.5	8.25
1237	-12.5	7.23
1247	37.5	23.01
1283	-37.5	-7.16
1328	-12.5	8.28
1338	37.5	27.2
