target_ele	response_ele
50	-2.34
-25	-3.52
-50	-53.82
0	-16.52
25	31.88
-25	-22.9
25	48.76
50	47.14
-50	-51.99
0	-1.54
25	13.76
-50	-52.28
-25	-12.31
50	39.38
0	13.86
