trial	target_ele	response_ele
7	-37.5	-12.5
31	12.5	-26.5
42	37.5	15.1
69	37.5	16.5
83	12.5	-34.2
102	-37.5	29.4
132	-37.5	12.4
142	37.5	9.9
171	-37.5	-11.8
188	12.5	26.8
205	37.5	9.5
229	37.5	-18.2
7	37.5	-24.1
31	-37.5	29.5
48	-12.5	15.2
65	37.5	-12.3
84	-12.5	14.6
108	37.5	-9.8
132	37.5	10.8
152	-12.5	-17.1
172	-37.5	11.9
188	37.5	-16.4
209	37.5	15.5
222	37.5	-13.3
10	-37.5	-19.1
23	-12.5	-20.0
45	37.5	-20.9
70	12.5	-21.5
89	-12.5	9.2
107	-12.5	-14.0
130	-12.5	16.5
147	-37.5	15.9
170	-12.5	22.1
186	-12.5	-15.9
208	37.5	22.8
227	-37.5	-14.7
5	12.5	22.3
25	12.5	-12.5
42	12.5	-16.0
62	12.5	-14.7
86	37.5	17.3
104	-12.5	-20.1
126	12.5	12.9
147	12.5	13.8
162	12.5	-16.5
183	12.5	-7.5
212	-12.5	10.9
225	37.5	-14.5
11	12.5	14.1
22	-37.5	-15.7
47	12.5	-19.3
72	12.5	-12.3
82	37.5	17.2
108	-37.5	19.0
128	37.5	-12.4
152	-37.5	13.6
166	-37.5	-14.5
189	-37.5	16.7
205	-37.5	-17.8
228	-37.5	14.0
8	-12.5	-14.0
29	12.5	10.8
50	-12.5	-13.4
71	37.5	15.6
82	-12.5	-23.0
110	37.5	13.0
122	37.5	-21.0
148	12.5	24.5
169	-12.5	-13.9
184	-37.5	15.8
205	37.5	-19.6
231	37.5	11.0
