trial	hit
8	1
21	0
32	0
66	0
72	1
78	1
98	0
106	1
112	1
199	1
243	0
250	0
276	1
296	1
310	1
337	1
343	1
422	1
432	1
455	1
467	1
473	1
486	1
495	1
525	0
536	0
567	1
579	1
590	1
598	0
627	0
666	1
684	1
691	1
700	1
718	0
732	1
740	1
761	1
775	1
788	1
797	0
820	1
850	1
873	1
896	1
936	0
994	1
1036	0
1049	0
1062	0
1073	0
1084	0
1101	0
1112	0
1145	1
1168	1
1183	1
1204	0
1264	0
1270	1
1277	0
1301	0
1308	1
1316	0
1376	0
1426	1
1433	1
1453	1
1494	1
1500	1
1506	1
1521	1
1538	1
1551	0
1557	0
1565	0
1596	1
1652	0
1680	1
1689	0
1728	0
1748	1
1761	1
1768	0
1775	0
1784	0
1797	1
1819	1
1870	1
1882	1
1893	0
1909	1
1938	1
1954	1
1984	1
