target_ele	response_ele
0	-2.21
-25	-0.25
-50	-48.77
50	34.46
25	16.14
-25	-15.86
-50	-37.39
25	31.79
50	47.5
0	-1.82
-50	-50.0
50	69.66
0	-2.68
-25	-18.38
25	16.57
