target_ele	response_ele
0	-2.92
25	n/a
50	6.11
-25	-33.81
-50	-46.51
50	10.79
0	6.27
25	19.91
-50	-48.51
-25	-24.15
-50	-32.47
0	-3.61
-25	-35.39
25	8.08
50	n/a
