trial	target_ele	response_ele
30	-37.5	16.46
60	-12.5	24.62
76	-37.5	2.78
81	37.5	n/a
125	12.5	-27.99
131	37.5	-10.75
146	-12.5	17.69
165	37.5	10.98
174	12.5	19.17
185	-37.5	12.11
202	12.5	-12.19
208	-12.5	-24.02
233	-12.5	25.44
245	-12.5	-12.01
257	37.5	15.32
290	-12.5	24.16
302	-37.5	-40.17
311	-12.5	-37.77
323	37.5	21.94
335	-37.5	3.09
346	-37.5	50.0
365	37.5	-11.66
409	12.5	10.8
414	-12.5	4.07
479	12.5	-25.15
528	37.5	-2.27
548	37.5	28.75
556	12.5	3.29
573	37.5	-26.38
580	37.5	-8.5
586	37.5	23.44
608	-12.5	-9.44
620	-37.5	-26.52
637	12.5	13.67
659	12.5	11.43
667	37.5	16.01
710	12.5	12.36
724	37.5	44.83
731	37.5	-7.61
742	-12.5	4.86
763	12.5	-11.02
787	-12.5	2.91
801	37.5	-26.85
808	-12.5	14.82
828	37.5	29.6
854	37.5	-26.25
862	12.5	2.82
879	-37.5	-37.0
917	37.5	21.61
932	37.5	14.44
987	-37.5	-38.39
992	-37.5	-10.69
997	37.5	24.36
1003	12.5	14.15
1017	12.5	4.07
1026	37.5	39.9
1058	-37.5	-36.11
1063	-12.5	15.95
1091	12.5	25.6
1119	-12.5	-24.18
1151	37.5	48.48
1199	12.5	16.43
1207	-12.5	-26.95
1224	-37.5	-37.04
1235	37.5	62.73
1242	12.5	16.26
1261	-37.5	-27.24
1285	37.5	7.66
1302	-37.5	-37.86
1326	12.5	26.07
1335	12.5	-8.47
1342	-37.5	15.53
