trial	target_ele	response_ele
66	12.5	2.38
74	-37.5	-16.06
93	-37.5	1.61
108	37.5	2.3
116	37.5	-0.03
135	37.5	1.59
154	12.5	2.53
173	37.5	2.72
182	-37.5	2.12
197	-12.5	2.34
210	12.5	0.16
223	-12.5	-11.97
241	-37.5	16.78
264	12.5	20.85
283	-12.5	26.16
313	-12.5	19.87
320	12.5	18.44
341	-37.5	20.53
346	-37.5	21.12
372	37.5	21.43
383	-37.5	19.76
411	12.5	22.02
420	12.5	21.81
446	12.5	31.01
493	37.5	-5.36
518	-12.5	13.61
537	12.5	20.93
562	37.5	19.8
594	12.5	-13.97
600	37.5	31.55
610	37.5	51.66
618	37.5	13.78
623	-12.5	5.45
657	12.5	18.07
666	37.5	30.14
676	-12.5	36.97
731	-12.5	10.58
749	-37.5	21.04
767	12.5	-6.31
777	12.5	-6.59
789	-12.5	-6.47
803	-37.5	-3.05
813	-12.5	-8.32
836	-37.5	-6.2
841	37.5	-11.71
859	37.5	-1.64
872	-12.5	-15.04
887	37.5	-16.79
916	37.5	22.5
931	-37.5	6.92
966	12.5	22.04
1000	12.5	7.17
1020	-37.5	3.82
1049	-12.5	6.66
1072	12.5	-10.69
1090	12.5	3.2
1095	37.5	4.14
1107	12.5	2.9
1124	37.5	3.75
1136	37.5	3.39
1150	-12.5	20.23
1185	-37.5	20.84
1217	37.5	21.49
1229	12.5	20.9
1249	37.5	20.99
1254	-37.5	22.84
1295	-37.5	21.3
1308	12.5	21.99
1314	-12.5	20.32
1331	37.5	23.01
1347	-12.5	22.47
1366	37.5	21.06
