target_ele	response_ele
-25	-5.02
25	21.74
50	35.93
0	-2.99
-50	-34.65
0	-3.13
-25	-26.3
-50	-46.65
50	49.22
25	23.59
50	48.02
0	0.19
-50	-43.59
-25	-26.27
25	24.99
