trial	target_ele	response_ele
16	-37.5	-12.18
42	12.5	22.37
47	-37.5	-3.04
65	12.5	23.45
76	-12.5	-11.15
93	12.5	-5.21
109	37.5	24.97
121	12.5	n/a
150	-37.5	-20.84
157	12.5	12.5
166	37.5	40.38
220	-12.5	-8.91
235	-12.5	-12.02
263	12.5	7.24
277	-12.5	-1.69
287	37.5	46.32
299	37.5	40.25
311	37.5	49.13
320	37.5	37.79
350	12.5	23.86
355	-12.5	-9.22
403	-37.5	-21.39
421	-37.5	-21.13
455	-37.5	-22.14
470	37.5	44.62
487	-37.5	-25.81
502	12.5	8.68
508	12.5	3.13
515	-12.5	-2.19
523	37.5	24.25
545	-12.5	-12.64
562	-12.5	-2.4
585	37.5	11.28
603	37.5	41.46
674	12.5	28.08
680	37.5	12.21
689	12.5	26.3
701	37.5	41.48
716	12.5	12.0
722	-12.5	-24.68
745	12.5	10.55
759	-37.5	-26.16
765	-12.5	-10.64
786	-37.5	-22.14
844	37.5	40.63
858	12.5	23.7
897	37.5	39.75
906	37.5	36.6
922	-12.5	-14.06
937	37.5	42.02
943	37.5	8.15
952	12.5	26.19
966	-37.5	-2.92
976	37.5	26.45
1010	-12.5	-11.78
1030	-12.5	-12.59
1047	-12.5	-23.29
1057	37.5	45.86
1098	12.5	42.31
1139	37.5	27.1
1147	37.5	20.23
1159	-37.5	-25.86
1171	12.5	23.28
1185	-12.5	-11.56
1206	-37.5	-23.26
1216	-12.5	-23.96
1227	-12.5	-11.19
1233	-37.5	-29.16
1256	-12.5	-10.54
1296	-37.5	-22.7
1307	-37.5	-22.91
1334	12.5	38.59
