target_ele	response_ele
-25	2.45
0	-1.3
50	45.47
25	33.63
-50	-40.75
50	45.46
-50	-61.48
0	10.75
25	26.66
-25	-23.35
0	12.2
25	-4.24
-50	-55.8
-25	-11.76
50	31.14
