trial	target_ele	response_ele
30	12.5	13.2
38	12.5	42.0
62	-37.5	-39.24
75	-37.5	-45.22
86	37.5	40.39
100	-12.5	7.03
129	-37.5	-47.29
155	37.5	10.21
186	12.5	-11.11
193	12.5	23.15
199	37.5	23.37
225	-12.5	38.47
237	37.5	-37.55
254	37.5	16.92
322	12.5	20.3
332	-12.5	-11.55
337	12.5	2.5
368	-37.5	-36.11
374	-12.5	-13.15
397	12.5	28.59
408	12.5	-20.68
418	-37.5	-35.96
428	12.5	22.58
439	-37.5	-34.61
477	-37.5	-39.85
490	12.5	0.04
521	-37.5	-37.41
530	-37.5	-37.89
562	-12.5	-21.54
577	37.5	11.85
583	12.5	-5.14
604	-12.5	14.3
630	-37.5	-22.69
641	-12.5	-15.84
661	37.5	11.45
672	-37.5	-36.06
703	12.5	15.87
718	37.5	24.34
734	-37.5	-38.68
761	12.5	-14.49
778	37.5	29.55
802	-12.5	6.51
813	-37.5	-36.54
821	-12.5	0.86
851	37.5	36.73
879	37.5	31.79
886	12.5	11.62
902	12.5	-3.83
930	-37.5	-21.56
948	37.5	31.15
957	-37.5	-21.95
962	-37.5	-10.97
970	37.5	28.59
989	-12.5	2.52
1001	-37.5	-23.5
1060	-37.5	-22.82
1083	-12.5	16.03
1117	37.5	13.09
1127	12.5	3.7
1133	12.5	1.12
1149	-37.5	-44.52
1163	-12.5	4.68
1183	12.5	-14.47
1198	37.5	11.93
1205	12.5	-2.27
1225	-37.5	-21.96
1262	-12.5	30.9
1294	37.5	31.23
1301	-12.5	16.76
1322	-12.5	-16.85
1344	-37.5	-21.56
1363	-37.5	-10.15
