target_ele	target_azi	response_ele	response_azi
-25.0	0.0	-14.1	1.9
0.0	35.0	13.1	28.4
-37.5	17.5	-24.7	16.8
12.5	-17.5	26.7	-26.0
25.0	52.5	11.5	49.4
-25.0	52.5	-20.5	41.5
-12.5	-17.5	-12.8	-17.9
25.0	-17.5	23.3	-25.0
0.0	52.5	14.3	33.5
37.5	35.0	31.4	24.6
25.0	-35.0	38.3	-45.1
-12.5	0.0	-13.7	-7.1
-25.0	35.0	-21.8	19.8
37.5	0.0	28.9	-5.3
-37.5	-17.5	-35.9	-15.1
0.0	-17.5	0.3	-22.2
12.5	17.5	10.9	17.1
25.0	-52.5	16.7	-60.1
12.5	0.0	22.0	-5.0
-25.0	-35.0	-21.0	-33.8
12.5	-35.0	17.0	-47.0
-25.0	17.5	-27.4	20.2
12.5	35.0	19.8	34.2
0.0	-35.0	13.1	-38.8
37.5	17.5	31.8	14.8
12.5	52.5	5.3	49.9
-12.5	-52.5	-24.2	-53.2
-25.0	-17.5	-33.1	-18.8
25.0	0.0	32.8	-3.7
0.0	-52.5	12.4	-59.4
-37.5	35.0	-35.5	40.1
37.5	-17.5	37.1	-39.4
-37.5	0.0	-37.0	4.6
25.0	17.5	32.3	12.6
-12.5	35.0	-15.4	25.7
25.0	35.0	21.2	32.0
-25.0	-52.5	-14.8	-52.7
0.0	17.5	5.6	10.2
12.5	-52.5	8.4	-60.6
-12.5	17.5	-14.2	13.6
-37.5	-35.0	-29.0	-33.9
-12.5	52.5	19.6	35.0
37.5	-35.0	36.4	-44.1
-12.5	-35.0	12.8	-41.4
-37.5	35.0	-25.0	32.3
0.0	-52.5	-4.0	-45.5
-25.0	0.0	-18.1	-1.9
-12.5	-52.5	-9.9	-44.2
-12.5	17.5	3.0	12.5
0.0	-35.0	14.9	-41.0
-12.5	35.0	-11.2	22.3
25.0	-52.5	19.0	-60.8
-12.5	0.0	-13.3	3.2
12.5	-35.0	29.4	-47.2
25.0	0.0	39.2	-22.1
-25.0	17.5	-17.6	17.9
37.5	17.5	34.9	9.4
-12.5	52.5	-1.4	41.7
-12.5	-35.0	-12.3	-35.7
0.0	35.0	0.9	27.1
25.0	-17.5	22.9	-27.3
25.0	17.5	28.4	10.6
-37.5	0.0	-31.0	3.0
12.5	17.5	12.8	11.5
37.5	-17.5	28.6	-28.5
0.0	52.5	7.6	47.5
-37.5	17.5	-25.8	20.1
12.5	-17.5	21.3	-25.7
25.0	52.5	21.9	50.8
-25.0	52.5	-25.6	51.6
25.0	-35.0	21.2	-63.3
37.5	0.0	26.4	-12.9
12.5	35.0	25.0	23.2
-37.5	-17.5	-33.5	-15.0
12.5	0.0	14.8	-9.4
-25.0	-17.5	-16.7	-15.8
37.5	-35.0	28.8	-54.0
-25.0	35.0	-14.5	25.0
-37.5	-35.0	-27.6	-30.4
25.0	35.0	31.0	24.6
0.0	-17.5	17.2	-21.5
12.5	52.5	16.9	50.2
12.5	-52.5	16.9	-59.1
-25.0	-52.5	-10.5	-53.9
37.5	35.0	31.8	26.4
-12.5	-17.5	-14.3	-16.6
0.0	17.5	6.9	12.9
-25.0	-35.0	-16.2	-27.7
12.5	-17.5	20.2	-28.8
-12.5	52.5	-9.2	38.4
25.0	0.0	29.5	-6.0
0.0	-52.5	9.5	-57.4
0.0	-17.5	12.8	-24.0
12.5	-52.5	19.9	-61.1
25.0	-17.5	34.6	-36.8
-12.5	17.5	-6.5	12.5
25.0	17.5	28.9	11.6
12.5	-35.0	24.9	-37.5
-37.5	0.0	-34.7	4.6
-25.0	52.5	-33.8	40.0
25.0	-35.0	34.1	-45.3
-12.5	-35.0	-12.2	-36.4
25.0	52.5	19.3	52.3
-25.0	35.0	-19.2	33.5
12.5	0.0	29.7	-6.1
-25.0	-35.0	-24.8	-36.8
-37.5	35.0	-34.1	36.4
-37.5	-17.5	-37.4	-14.3
37.5	0.0	36.7	-9.5
-12.5	-17.5	23.0	-27.5
12.5	35.0	20.5	25.7
-37.5	-35.0	-38.4	-34.2
25.0	-52.5	24.8	-62.2
0.0	17.5	13.3	19.1
37.5	-17.5	37.6	-34.2
-37.5	17.5	-33.3	23.6
-25.0	-52.5	-22.5	-50.2
0.0	52.5	21.7	45.5
-12.5	0.0	-20.3	0.9
25.0	35.0	34.1	31.5
0.0	-35.0	25.1	-46.4
12.5	17.5	20.7	9.8
-25.0	17.5	-25.5	20.0
37.5	17.5	32.3	16.6
-12.5	35.0	-20.3	39.2
37.5	35.0	35.8	31.7
0.0	35.0	-1.7	37.0
-25.0	-17.5	-18.3	-16.9
-12.5	-52.5	0.8	-57.5
12.5	52.5	12.6	50.8
-25.0	0.0	-27.9	4.5
37.5	-35.0	35.5	-47.4
