trial	hit
6	1
23	0
45	1
70	1
90	1
109	1
118	0
129	0
148	0
156	1
162	0
181	0
225	0
249	0
316	0
329	0
337	0
357	1
365	1
396	0
402	1
436	1
473	1
484	0
516	0
557	1
584	1
590	0
612	0
620	0
659	0
679	0
694	1
710	1
738	0
753	0
778	0
790	1
797	0
818	0
824	1
848	0
883	1
922	0
928	0
938	0
991	1
997	0
1038	0
1055	1
1075	0
1081	0
1124	0
1147	0
1156	0
1162	1
1218	1
1225	1
1241	0
1293	0
1308	0
1322	0
1342	1
1350	0
1358	1
1375	0
1425	0
1442	0
1459	0
1484	1
1495	0
1502	1
1527	1
1550	0
1609	0
1618	0
1631	1
1645	1
1670	0
1682	1
1723	1
1741	1
1747	0
1756	1
1769	1
1778	1
1803	0
1829	1
1840	0
1858	1
1873	1
1898	1
1917	1
1941	1
1951	1
1959	1
